Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
A8YPR6	SVMI_ECHOC	reviewed	Snake venom metalloprotease inhibitor 02D01 (02E11) (10F07) (Svmpi-Eoc7) [Cleaved into: Tripeptide pEKW 1; Tripeptide pEKW 2; Tripeptide pEKW 3; Tripeptide pEKW 4; Tripeptide pEKW 5; Tripeptide pEKW 6; Tripeptide pEKW 7; Tripeptide pEKW 8; Tripeptide pEKW 9; Tripeptide pEKW 10; Tripeptide pEKW 11; Poly-His-poly-Gly peptide 4 (pHpG-4); Poly-His-poly-Gly peptide 3 (pHpG-3); Poly-His-poly-Gly peptide 2 (pHpG-2); Poly-His-poly-Gly peptide 1 (pHpG-1); C-type natriuretic peptide (CNP)]		Echis ocellatus (Ocellated saw-scaled viper)	308	Natriuretic peptide family; PHpG family
J3SFJ3	TCTP_CROAD	reviewed	Translationally-controlled tumor protein homolog (TCTP)		Crotalus adamanteus (Eastern diamondback rattlesnake)	172	TCTP family
P0C6S6	VMXJ4_BOTJA	reviewed	Snake venom metalloproteinase jararafibrase-4 (SVMP) (EC 3.4.24.-) (Jararafibrase IV) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	47	Venom metalloproteinase (M12B) family
J3RYA3	VSP9_CROAD	reviewed	Snake venom serine proteinase 9 (SVSP) (EC 3.4.21.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	262	Peptidase S1 family, Snake venom subfamily
Q71QI1	VSP12_TRIST	reviewed	Snake venom serine protease KN12 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258	Peptidase S1 family, Snake venom subfamily
Q7SZE1	VSPSX_GLOSA	reviewed	Thrombin-like enzyme saxthrombin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Thrombin-like enzyme defibrase)		Gloydius saxatilis (Rock mamushi) (Gloydius intermedius saxatilis)	258	Peptidase S1 family, Snake venom subfamily
H9M5U4	VM2_CRORU	reviewed	Disintegrin rubistatin (Fragment)		Crotalus ruber ruber (Red diamond rattlesnake)	61	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P31990	VM2I_LACMU	reviewed	Disintegrin lachesin (Platelet aggregation activation inhibitor)		Lachesis muta muta (Bushmaster)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P22827	VM2I_SISMB	reviewed	Disintegrin barbourin (Platelet aggregation activation inhibitor)		Sistrurus miliarius barbouri (Dusky pigmy rattlesnake) (Sistrurus barbouri)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q2ES50	VKT1_DABRR	reviewed	Kunitz-type serine protease inhibitor 1 (Kunitz protease inhibitor 1) (Kunitz protease inhibitor I)		Daboia russelii (Russel's viper) (Vipera russelii)	84	Venom Kunitz-type family
P20165	VM1T2_PROFL	reviewed	Snake venom metalloproteinase trimerelysin-2 (SVMP) (EC 3.4.24.53) (H2 metalloproteinase) (H2-proteinase) (Trimerelysin II)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	201	Venom metalloproteinase (M12B) family, P-I subfamily
Q7LZK0	VM2EG_ECHPL	reviewed	Disintegrin echistatin-gamma		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	49	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q7LZS9	VM1A_DEIAC	reviewed	Snake venom metalloproteinase Ac1 (SVMP) (EC 3.4.24.-) (Ac1-proteinase)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	202	Venom metalloproteinase (M12B) family, P-I subfamily
P68520	VM2IC_CROAT	reviewed	Disintegrin crotatroxin (Platelet aggregation activation inhibitor) [Cleaved into: Disintegrin crotatroxin-2; Disintegrin crotatroxin-4; Disintegrin crotatroxin-5]		Crotalus atrox (Western diamondback rattlesnake)	72	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q9IAY3	VM1H1_DEIAC	reviewed	Snake venom metalloproteinase H1 (SVMP) (EC 3.4.24.-) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	400	Venom metalloproteinase (M12B) family, P-I subfamily
Q1PBD1	VM2DI_GLOHA	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin halystatin (Disintegrin brevicaudin-1b)]		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	477	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
A8Y7P6	VKTB6_DABSI	reviewed	Kunitz-type serine protease inhibitor B6 (BPTI-6) (Trypsin inhibitor 6) (Trypsin inhibitor B6)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	84	Venom Kunitz-type family
P85314	VM1BI_BOTMO	reviewed	Snake venom metalloproteinase BmooMPalpha-I (SVMP) (EC 3.4.24.-) (Zinc metalloproteinase BmooMPalfa-I)		Bothrops moojeni (Lance-headed viper) (Caissaca)	205	Venom metalloproteinase (M12B) family, P-I subfamily
C0K3N4	VEGFA_AGKPI	reviewed	Vascular endothelial growth factor A		Agkistrodon piscivorus piscivorus (Eastern cottonmouth)	192	PDGF/VEGF growth factor family
Q71QH9	VSP14_TRIST	reviewed	Snake venom serine protease KN14 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260	Peptidase S1 family, Snake venom subfamily
B3A0N1	VPA_BOTAT	reviewed	Venom prothrombin activator (vPA) (Fragment)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	15	
P33588	VSPCA_AGKBI	reviewed	Protein C activator (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Fragment)		Agkistrodon bilineatus (Cantil) (Tropical moccasin)	20	Peptidase S1 family, Snake venom subfamily
P0C6R8	VM2PB_ECHPL	reviewed	Disintegrin pyramidin-B		Echis pyramidum leakeyi (Leakey's carpet viper) (Echis carinatus leakeyi)	49	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q072L5	VM2_BOTAS	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin bothrasperin]		Bothrops asper (Terciopelo)	477	Venom metalloproteinase (M12B) family, P-II subfamily, P-IId sub-subfamily
J3SDW6	VM32D_CROAD	reviewed	Zinc metalloproteinase-disintegrin-like 2d (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Crotalus adamanteus (Eastern diamondback rattlesnake)	612	Venom metalloproteinase (M12B) family, P-III subfamily
J3S3W5	VSP1_CROAD	reviewed	Snake venom serine proteinase 1 (SVSP) (EC 3.4.21.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	262	Peptidase S1 family, Snake venom subfamily
A2TK72	VM3A2_DEIAC	reviewed	Zinc metalloproteinase recombinant fibrinogenase II (FIIa) (rF II) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	233	Venom metalloproteinase (M12B) family, P-III subfamily
Q14FJ4	VM2OC_ECHOC	reviewed	Zinc metalloproteinase/disintegrin (Long ocellatusin precursor Eo-00006) (EOC00006) [Cleaved into: Snake venom metalloproteinase Eoc6 (SVMP) (EC 3.4.24.-); Disintegrin ocellatusin]		Echis ocellatus (Ocellated saw-scaled viper)	494	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
O93518	VM3S5_GLOBR	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin-like salmosin-5] (Fragment)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	190	Venom metalloproteinase (M12B) family, P-III subfamily
P0CJ41	VSPAF_TRIAB	reviewed	Alpha-fibrinogenase albofibrase (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	258	Peptidase S1 family, Snake venom subfamily
Q802F0	VSPP1_GLOHA	reviewed	Snake venom serine protease PTLE1 (SVSP) (EC 3.4.21.-)		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	258	Peptidase S1 family, Snake venom subfamily
Q8UUJ2	VSPUI_GLOUS	reviewed	Snake venom serine protease ussurin (SVSP) (EC 3.4.21.-)		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	236	Peptidase S1 family, Snake venom subfamily
Q6T6S5	VKT2_BITGA	reviewed	Kunitz-type serine protease inhibitor bitisilin-2 (BG-15) (Kunitz protease inhibitor 2)		Bitis gabonica (Gaboon adder) (Gaboon viper)	90	Venom Kunitz-type family
Q91508	VSP2_PROMU	reviewed	Beta-fibrinogenase mucrofibrase-2 (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Trimubin)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	257	Peptidase S1 family, Snake venom subfamily
Q8UUJ1	VSPUA_GLOUS	reviewed	Snake venom serine protease ussurase (SVSP) (EC 3.4.21.-)		Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis)	233	Peptidase S1 family, Snake venom subfamily
P0DJE8	VSPDV_BOTJR	reviewed	Thrombin-like enzyme D-V (SVTLE D-V) (EC 3.4.21.-) (Clotting factor) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Bothrops jararacussu (Jararacussu)	10	Peptidase S1 family, Snake venom subfamily
Q91509	VSP3_PROMU	reviewed	Beta-fibrinogenase mucrofibrase-3 (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	257	Peptidase S1 family, Snake venom subfamily
Q6T6S7	VSP1_BITGA	reviewed	Venom serine proteinase-like protein 1 (Snake venom serine protease homolog)		Bitis gabonica (Gaboon adder) (Gaboon viper)	260	Peptidase S1 family, Snake venom subfamily
P81883	VSPT2_BOTJA	reviewed	Thrombin-like enzyme TL-BJ 2 (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme TL-BJ isoform 2) (Snake venom serine protease) (SVSP) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	19	Peptidase S1 family, Snake venom subfamily
P0DM89	VM32A_GLOBR	reviewed	Zinc metalloproteinase-disintegrin-like brevilysin H2a (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	424	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
O93516	VM2S2_GLOBR	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin salmosin-2] (Fragment)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	108	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q90495	VM3E_ECHCA	reviewed	Zinc metalloproteinase-disintegrin-like ecarin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Echis carinatus (Saw-scaled viper)	616	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
C0HJM5	VM2_CERSA	reviewed	Disintegrin sasaimin		Cerrophidion sasai (Costa Rica montane pitviper)	72	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q0NZX9	VM3B2_BOTJA	reviewed	Zinc metalloproteinase-disintegrin-like bothrojarin-2 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	218	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
P67862	TXVE_PROFL	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F)		Protobothrops flavoviridis (Habu) (Trimeresurus flavoviridis)	146	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
P0DMH6	VSP_BOTFO	reviewed	Snake venom serine protease (SVSP) (EC 3.4.21.-) (Fragment)		Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai)	15	Peptidase S1 family, Snake venom subfamily
B0FXM3	VSP17_CRODU	reviewed	Thrombin-like enzyme gyroxin B1.7 (SVTLE gyroxin B1.7) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Crotalus durissus terrificus (South American rattlesnake)	259	Peptidase S1 family, Snake venom subfamily
Q9YGJ8	VSPPA_GLOBR	reviewed	Venom plasminogen activator Haly-PA (EC 3.4.21.-)		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	258	Peptidase S1 family, Snake venom subfamily
A2CJE2	VM3S_CROSS	reviewed	Zinc metalloproteinase-disintegrin-like scutiarin (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Crotalus scutulatus scutulatus (Mojave rattlesnake)	177	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
F8S122	VESP_CROAD	reviewed	Vespryn		Crotalus adamanteus (Eastern diamondback rattlesnake)	222	Ohanin/vespryn family
Q4VM07	VM3VB_MACLB	reviewed	Zinc metalloproteinase-disintegrin-like VLAIP-B (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	614	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIc sub-subfamily
C9E1R8	VM3V3_CROVV	reviewed	Zinc metalloproteinase-disintegrin-like VMP-III (CvvVMP-III) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)		Crotalus viridis viridis (Prairie rattlesnake)	609	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
Q71QJ1	VSP09_TRIST	reviewed	Snake venom serine protease KN9 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
Q2QA04	VSP_CRODD	reviewed	Snake venom serine protease (SVSP) (EC 3.4.21.-)		Crotalus durissus durissus (Central American rattlesnake)	262	Peptidase S1 family, Snake venom subfamily
P67861	TXVE_DABRR	reviewed	Snake venom vascular endothelial growth factor toxin VR-1 (svVEGF) (VEGF-F)		Daboia russelii (Russel's viper) (Vipera russelii)	144	PDGF/VEGF growth factor family, Snake venom VEGF subfamily
Q7T229	VSPH_BOTJR	reviewed	Snake venom serine protease homolog		Bothrops jararacussu (Jararacussu)	260	Peptidase S1 family, Snake venom subfamily
Q91511	VSP5_PROMU	reviewed	Beta-fibrinogenase mucrofibrase-5 (EC 3.4.21.-) (Snake venom serine protease) (SVSP) (Tm-5) (Tm-IIG)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	257	Peptidase S1 family, Snake venom subfamily
P0CG03	VSPBH_BOTAL	reviewed	Thrombin-like enzyme bhalternin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Bothrops alternatus (Urutu) (Rhinocerophis alternatus)	260	Peptidase S1 family, Snake venom subfamily
Q91516	VSPPA_TRIST	reviewed	Venom plasminogen activator TSV-PA (EC 3.4.21.-) (Snake venom serine protease) (SVSP)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	258	Peptidase S1 family, Snake venom subfamily
Q072L7	VSP_LACST	reviewed	Snake venom serine protease (SVSP) (EC 3.4.21.-)		Lachesis stenophrys (Central American bushmaster)	258	Peptidase S1 family, Snake venom subfamily
Q9PVK9	VM2MD_GLOBR	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase Mt-d (SVMP) (EC 3.4.24.-); Disintegrin]		Gloydius brevicaudus (Korean slamosa snake) (Agkistrodon halys brevicaudus)	482	Venom metalloproteinase (M12B) family, P-II subfamily, P-IId sub-subfamily
Q98995	VM2L2_MACLB	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase lebetase (SVMP) (EC 3.4.24.-) (Fibrinolytic protease) (Le-3) (Le3) (Lebetase II) (Lebetase-2); Disintegrin VLE5A]		Macrovipera lebetina (Levantine viper) (Vipera lebetina)	478	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
P21858	VM2_GLOBL	reviewed	Disintegrin halysin (Platelet aggregation activation inhibitor)		Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi)	71	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
C9E1R9	VM2V2_CROVV	reviewed	Zinc metalloproteinase/disintegrin VMP-II [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin viridistatin-2 (Disintegrin beta subunit)]		Crotalus viridis viridis (Prairie rattlesnake)	478	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
Q0NZX7	VM3B4_BOTJA	reviewed	Zinc metalloproteinase-disintegrin-like bothrojarin-4 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP) (Fragment)		Bothrops jararaca (Jararaca) (Bothrops jajaraca)	97	Venom metalloproteinase (M12B) family, P-III subfamily, P-IIIa sub-subfamily
Q7ZZS9	VM2J_PROJR	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase TJM-1 (SVMP) (EC 3.4.24.-); Disintegrin jerdonin]		Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	481	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
H6VC05	VKTK1_DABRR	reviewed	Kunitz-type serine protease inhibitor DrKIn-I (Daboia russelii Kunitz Inhibitor-I)		Daboia russelii (Russel's viper) (Vipera russelii)	90	Venom Kunitz-type family
Q91401	VM1AT_CROAT	reviewed	Snake venom metalloproteinase atroxase (SVMP) (EC 3.4.24.43) (Nonhemorrhagic metalloprotease atroxase)		Crotalus atrox (Western diamondback rattlesnake)	203	Venom metalloproteinase (M12B) family, P-I subfamily
P82466	VM26B_ECHCS	reviewed	Disintegrin EC6 subunit beta (EC6B)		Echis carinatus sochureki (Saw-scaled viper)	69	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
P0DTB7	VM2A_CROAT	reviewed	Snake venom metalloproteinase CatroxMP-II (SVMP) (EC 3.4.24.-) (Fibrinogenolytic metalloproteinase) (Fragment)		Crotalus atrox (Western diamondback rattlesnake)	12	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
P85420	VM11_BOTAT	reviewed	Snake venom metalloproteinase atroxlysin-1 (SVMP) (EC 3.4.24.-) (Atroxlysin-I)		Bothrops atrox (Barba amarilla) (Fer-de-lance)	202	Venom metalloproteinase (M12B) family, P-I subfamily
Q2EI26	VM1PA_DEIAC	reviewed	Snake venom metalloproteinase AaPA (SVMP) (EC 3.4.24.-) (Agkistrodon acutus prothrombin activator)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	413	Venom metalloproteinase (M12B) family, P-I subfamily
Q805F6	VM2AB_AGKCO	reviewed	Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin acostatin-beta]		Agkistrodon contortrix contortrix (Southern copperhead)	483	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIe sub-subfamily
P00990	VKT2_DABSI	reviewed	Kunitz-type serine protease inhibitor 2 (RVV-II) (Venom basic protease inhibitor 2) (Venom basic protease inhibitor II)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	60	Venom Kunitz-type family
Q27J47	VSPPA_LACMU	reviewed	Venom plasminogen activator LV-PA (EC 3.4.21.-) (LMUT0402S) (Plasminogen activating proteinase) (Snake venom serine protease) (SVSP)		Lachesis muta muta (Bushmaster)	258	Peptidase S1 family, Snake venom subfamily
Q71QI5	VSP03_TRIST	reviewed	Snake venom serine protease KN3 (SVSP) (EC 3.4.21.-)		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	257	Peptidase S1 family, Snake venom subfamily
P18692	VSPCE_CERVI	reviewed	Thrombin-like enzyme cerastobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Fragment)		Cerastes vipera (Sahara sand viper)	35	Peptidase S1 family, Snake venom subfamily
Q7LZF4	VSP4A_CERCE	reviewed	Snake venom serine protease IVa (SVSP) (EC 3.4.21.-) (Basic proteinase IVa) (Fragment)		Cerastes cerastes (Horned desert viper)	15	Peptidase S1 family, Snake venom subfamily
J3S833	VSP2_CROAD	reviewed	Snake venom serine proteinase 2 (SVSP) (EC 3.4.21.-)		Crotalus adamanteus (Eastern diamondback rattlesnake)	259	Peptidase S1 family, Snake venom subfamily
C0HJM4	VM2_CROSM	reviewed	Disintegrin simusmin		Crotalus simus (Central American rattlesnake) (Caudisona simus)	71	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
Q9DGH6	VM2_GLOHA	reviewed	Disintegrin saxatilin		Gloydius halys (Chinese water mocassin) (Agkistrodon halys)	73	Venom metalloproteinase (M12B) family, P-II subfamily, P-IIa sub-subfamily
A8Y7P0	VKTB7_DABSI	reviewed	Kunitz-type serine protease inhibitor 7 (BPTI-7) (Trypsin inhibitor 7) (Trypsin inhibitor B7) (Trypsin inhibitor C7)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	84	Venom Kunitz-type family
P0DJ42	VM1CR_CROAT	reviewed	Snake venom metalloproteinase crotalin (SVMP) (EC 3.4.24.-) (Fragments)		Crotalus atrox (Western diamondback rattlesnake)	43	Venom metalloproteinase (M12B) family, P-I subfamily
B0FXM2	VSP14_CRODU	reviewed	Thrombin-like enzyme gyroxin B1.4 (SVTLE gyroxin B1.4) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)		Crotalus durissus terrificus (South American rattlesnake)	262	Peptidase S1 family, Snake venom subfamily
Q8QG86	VSP_BOTIN	reviewed	Snake venom serine protease BITS01A (SVSP) (EC 3.4.21.-)		Bothrops insularis (Golden lancehead) (Lachesis insularis)	257	Peptidase S1 family, Snake venom subfamily
A7LAC6	VSP1_TRIAB	reviewed	Thrombin-like enzyme 1 (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Green pit viper thrombin-like enzyme 1) (GPV-TL1) (Snake venom serine protease) (SVSP)		Trimeresurus albolabris (White-lipped pit viper) (Cryptelytrops albolabris)	260	Peptidase S1 family, Snake venom subfamily
Q8AY82	VSP1M_TRIST	reviewed	Snake venom serine protease homolog 1		Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	260	Peptidase S1 family, Snake venom subfamily
P00992	VKT3_VIPAA	reviewed	Kunitz-type serine protease inhibitor 3 (Venom basic protease inhibitor 3) (Venom chymotrypsin inhibitor) (cVamChi)		Vipera ammodytes ammodytes (Western sand viper)	93	Venom Kunitz-type family
B7U492	VM1V1_AGKPL	reviewed	Snake venom metalloproteinase VMP1 (AplVMP-I) (AplVMP1) (SVMP) (EC 3.4.24.-)		Agkistrodon piscivorus leucostoma (Western cottonmouth) (Acontias leucostoma)	411	Venom metalloproteinase (M12B) family, P-I subfamily
Q9IAY2	VM1H5_DEIAC	reviewed	Snake venom metalloproteinase H5 (SVMP) (EC 3.4.24.-) (Fragment)		Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	404	Venom metalloproteinase (M12B) family, P-I subfamily
